pais,fecha,pais_esp,lat,long,var_casos
Bahrain,2020-03-05,Bahrein,26.0190,50.5620,3
Belgium,2020-03-05,Bélgica,50.6430,4.6640,27
Canada,2020-03-05,Canadá,59.0810,-109.4330,4
Chile,2020-03-05,Chile,-23.3890,-69.4330,3
China,2020-03-05,China,33.4200,106.5140,151
"Korea, South",2020-03-05,Corea del Sur,36.5040,128.1030,467
Ecuador,2020-03-05,Ecuador,-1.3850,-78.4970,3
Egypt,2020-03-05,Egipto,26.4940,29.8720,1
United Arab Emirates,2020-03-05,Emiratos Árabes Unidos,23.5490,54.1630,2
Spain,2020-03-05,España,40.2270,-3.6490,37
US,2020-03-05,Estados Unidos,39.6220,-98.6060,68
Estonia,2020-03-05,Estonia,58.6740,25.7930,1
Finland,2020-03-05,Finlandia,64.5040,26.2720,6
France,2020-03-05,Francia,46.5650,2.5500,92
Georgia,2020-03-05,Georgia,42.1760,43.5180,1
Greece,2020-03-05,Grecia,39.6660,21.7660,22
India,2020-03-05,India,21.0000,78.5000,2
Iran,2020-03-05,Irán,32.5650,54.3010,591
Iceland,2020-03-05,Islandia,64.7640,-18.4800,8
Israel,2020-03-05,Israel,31.0260,34.8510,5
Italy,2020-03-05,Italia,42.7000,12.8000,769
Japan,2020-03-05,Japón,36.4910,139.0680,29
Kuwait,2020-03-05,Kuwait,29.4760,47.3760,2
Lebanon,2020-03-05,Líbano,33.9200,35.8880,3
Morocco,2020-03-05,Marruecos,32.7060,-5.7580,1
Norway,2020-03-05,Noruega,61.1520,8.7400,31
Oman,2020-03-05,Omán,21.6560,57.4070,1
Netherlands,2020-03-05,Países Bajos,52.0770,5.3890,44
Portugal,2020-03-05,Portugal,40.3090,-8.0580,3
United Kingdom,2020-03-05,Reino Unido,53.0000,-1.6000,30
Czechia,2020-03-05,República Checa,49.7430,15.3380,4
Romania,2020-03-05,Rumanía,45.8440,24.9690,2
Russia,2020-03-05,Rusia,61.9880,96.6890,1
San Marino,2020-03-05,San Marino,43.9420,12.4600,5
Singapore,2020-03-05,Singapur,1.3510,103.8080,7
Sweden,2020-03-05,Suecia,62.0110,15.2700,59
Switzerland,2020-03-05,Suiza,46.8610,7.9080,24
Thailand,2020-03-05,Tailandia,15.7000,100.8440,4
Taiwan*,2020-03-05,Taiwán,23.7540,120.9460,2
Germany,2020-03-06,Alemania,51.1100,9.8510,188
Algeria,2020-03-06,Argelia,28.1630,2.6320,5
Argentina,2020-03-06,Argentina,-35.3770,-65.1670,1
Australia,2020-03-06,Australia,-24.9730,136.1890,5
Austria,2020-03-06,Austria,47.6830,14.9120,14
Bahrain,2020-03-06,Bahrein,26.0190,50.5620,5
Belgium,2020-03-06,Bélgica,50.6430,4.6640,59
Brazil,2020-03-06,Brasil,-10.7720,-53.0890,9
Canada,2020-03-06,Canadá,59.0810,-109.4330,12
China,2020-03-06,China,33.4200,106.5140,153
"Korea, South",2020-03-06,Corea del Sur,36.5040,128.1030,505
Croatia,2020-03-06,Croacia,45.7230,16.6930,1
Denmark,2020-03-06,Dinamarca,56.0580,9.2640,13
Egypt,2020-03-06,Egipto,26.4940,29.8720,12
Slovenia,2020-03-06,Eslovenia,46.1240,14.8270,5
Spain,2020-03-06,España,40.2270,-3.6490,141
US,2020-03-06,Estados Unidos,39.6220,-98.6060,45
Estonia,2020-03-06,Estonia,58.6740,25.7930,7
Philippines,2020-03-06,Filipinas,11.1180,122.4660,2
Finland,2020-03-06,Finlandia,64.5040,26.2720,3
France,2020-03-06,Francia,46.5650,2.5500,276
Greece,2020-03-06,Grecia,39.6660,21.7660,14
India,2020-03-06,India,21.0000,78.5000,1
Indonesia,2020-03-06,Indonesia,-0.9760,114.2520,2
Iraq,2020-03-06,Irak,33.0480,43.7720,5
Iran,2020-03-06,Irán,32.5650,54.3010,1234
Ireland,2020-03-06,Irlanda,53.1770,-8.1520,12
Iceland,2020-03-06,Islandia,64.7640,-18.4800,9
Israel,2020-03-06,Israel,31.0260,34.8510,17
Italy,2020-03-06,Italia,42.7000,12.8000,778
Japan,2020-03-06,Japón,36.4910,139.0680,60
Lebanon,2020-03-06,Líbano,33.9200,35.8880,6
Luxembourg,2020-03-06,Luxemburgo,49.7710,6.0880,1
North Macedonia,2020-03-06,Macedonia del Norte,41.6000,21.6980,2
Malaysia,2020-03-06,Malasia,4.2010,102.1950,33
Mexico,2020-03-06,México,23.9510,-102.5350,1
Norway,2020-03-06,Noruega,61.1520,8.7400,21
New Zealand,2020-03-06,Nueva Zelanda,-42.6340,172.2350,1
Netherlands,2020-03-06,Países Bajos,52.0770,5.3890,46
Pakistan,2020-03-06,Pakistán,29.9670,69.3860,1
Poland,2020-03-06,Polonia,52.1250,19.4010,4
Portugal,2020-03-06,Portugal,40.3090,-8.0580,5
United Kingdom,2020-03-06,Reino Unido,53.0000,-1.6000,48
Czechia,2020-03-06,República Checa,49.7430,15.3380,6
Dominican Republic,2020-03-06,República Dominicana,19.0150,-70.7290,1
Romania,2020-03-06,Rumanía,45.8440,24.9690,3
Russia,2020-03-06,Rusia,61.9880,96.6890,9
Singapore,2020-03-06,Singapur,1.3510,103.8080,13
Sweden,2020-03-06,Suecia,62.0110,15.2700,7
Switzerland,2020-03-06,Suiza,46.8610,7.9080,100
Thailand,2020-03-06,Tailandia,15.7000,100.8440,1
Taiwan*,2020-03-06,Taiwán,23.7540,120.9460,1
Germany,2020-03-07,Alemania,51.1100,9.8510,129
Argentina,2020-03-07,Argentina,-35.3770,-65.1670,6
Australia,2020-03-07,Australia,-24.9730,136.1890,3
Austria,2020-03-07,Austria,47.6830,14.9120,24
Azerbaijan,2020-03-07,Azerbaiyán,40.4300,47.3950,3
Bahrain,2020-03-07,Bahrein,26.0190,50.5620,25
Belgium,2020-03-07,Bélgica,50.6430,4.6640,60
Bosnia and Herzegovina,2020-03-07,Bosnia-Herzegovina,44.1690,17.7860,1
Canada,2020-03-07,Canadá,59.0810,-109.4330,5
China,2020-03-07,China,33.4200,106.5140,80
"Korea, South",2020-03-07,Corea del Sur,36.5040,128.1030,448
Croatia,2020-03-07,Croacia,45.7230,16.6930,1
United Arab Emirates,2020-03-07,Emiratos Árabes Unidos,23.5490,54.1630,16
Spain,2020-03-07,España,40.2270,-3.6490,100
US,2020-03-07,Estados Unidos,39.6220,-98.6060,140
Philippines,2020-03-07,Filipinas,11.1180,122.4660,1
France,2020-03-07,Francia,46.5650,2.5500,296
Greece,2020-03-07,Grecia,39.6660,21.7660,1
Hungary,2020-03-07,Hungría,47.0700,19.1340,2
India,2020-03-07,India,21.0000,78.5000,3
Iraq,2020-03-07,Irak,33.0480,43.7720,14
Iran,2020-03-07,Irán,32.5650,54.3010,1076
Iceland,2020-03-07,Islandia,64.7640,-18.4800,7
Israel,2020-03-07,Israel,31.0260,34.8510,6
Italy,2020-03-07,Italia,42.7000,12.8000,1247
Japan,2020-03-07,Japón,36.4910,139.0680,41
Kuwait,2020-03-07,Kuwait,29.4760,47.3760,3
Malaysia,2020-03-07,Malasia,4.2010,102.1950,10
Norway,2020-03-07,Noruega,61.1520,8.7400,39
New Zealand,2020-03-07,Nueva Zelanda,-42.6340,172.2350,1
Netherlands,2020-03-07,Países Bajos,52.0770,5.3890,60
Portugal,2020-03-07,Portugal,40.3090,-8.0580,7
United Kingdom,2020-03-07,Reino Unido,53.0000,-1.6000,43
Czechia,2020-03-07,República Checa,49.7430,15.3380,1
San Marino,2020-03-07,San Marino,43.9420,12.4600,2
Singapore,2020-03-07,Singapur,1.3510,103.8080,8
Sweden,2020-03-07,Suecia,62.0110,15.2700,60
Switzerland,2020-03-07,Suiza,46.8610,7.9080,54
Thailand,2020-03-07,Tailandia,15.7000,100.8440,2
Vietnam,2020-03-07,Vietnam,21.4910,105.3140,2
Afghanistan,2020-03-08,Afganistán,33.6770,65.2160,3
Germany,2020-03-08,Alemania,51.1100,9.8510,241
Saudi Arabia,2020-03-08,Arabia Saudí,24.0230,44.5850,6
Algeria,2020-03-08,Argelia,28.1630,2.6320,2
Argentina,2020-03-08,Argentina,-35.3770,-65.1670,4
Australia,2020-03-08,Australia,-24.9730,136.1890,13
Austria,2020-03-08,Austria,47.6830,14.9120,25
Belgium,2020-03-08,Bélgica,50.6430,4.6640,31
Brazil,2020-03-08,Brasil,-10.7720,-53.0890,7
Cambodia,2020-03-08,Camboya,12.7140,104.5640,1
Cameroon,2020-03-08,Camerún,5.1330,12.2770,1
Canada,2020-03-08,Canadá,59.0810,-109.4330,10
Chile,2020-03-08,Chile,-23.3890,-69.4330,4
China,2020-03-08,China,33.4200,106.5140,53
"Korea, South",2020-03-08,Corea del Sur,36.5040,128.1030,273
Costa Rica,2020-03-08,Costa Rica,9.9710,-83.9460,4
Denmark,2020-03-08,Dinamarca,56.0580,9.2640,13
Ecuador,2020-03-08,Ecuador,-1.3850,-78.4970,1
Egypt,2020-03-08,Egipto,26.4940,29.8720,34
Slovakia,2020-03-08,Eslovaquia,48.7070,19.4910,2
Slovenia,2020-03-08,Eslovenia,46.1240,14.8270,9
Spain,2020-03-08,España,40.2270,-3.6490,173
US,2020-03-08,Estados Unidos,39.6220,-98.6060,116
Philippines,2020-03-08,Filipinas,11.1180,122.4660,4
Finland,2020-03-08,Finlandia,64.5040,26.2720,8
France,2020-03-08,Francia,46.5650,2.5500,177
Georgia,2020-03-08,Georgia,42.1760,43.5180,9
Greece,2020-03-08,Grecia,39.6660,21.7660,27
Hungary,2020-03-08,Hungría,47.0700,19.1340,3
India,2020-03-08,India,21.0000,78.5000,5
Indonesia,2020-03-08,Indonesia,-0.9760,114.2520,2
Iraq,2020-03-08,Irak,33.0480,43.7720,6
Iran,2020-03-08,Irán,32.5650,54.3010,743
Ireland,2020-03-08,Irlanda,53.1770,-8.1520,1
Israel,2020-03-08,Israel,31.0260,34.8510,18
Italy,2020-03-08,Italia,42.7000,12.8000,1492
Japan,2020-03-08,Japón,36.4910,139.0680,41
Kuwait,2020-03-08,Kuwait,29.4760,47.3760,3
Latvia,2020-03-08,Letonia,56.8580,25.6410,1
Lebanon,2020-03-08,Líbano,33.9200,35.8880,10
Luxembourg,2020-03-08,Luxemburgo,49.7710,6.0880,1
Malaysia,2020-03-08,Malasia,4.2010,102.1950,6
Mexico,2020-03-08,México,23.9510,-102.5350,1
Norway,2020-03-08,Noruega,61.1520,8.7400,29
Netherlands,2020-03-08,Países Bajos,52.0770,5.3890,77
Peru,2020-03-08,Perú,-9.3260,-75.5520,5
Poland,2020-03-08,Polonia,52.1250,19.4010,6
Portugal,2020-03-08,Portugal,40.3090,-8.0580,10
Qatar,2020-03-08,Qatar,25.3160,51.1910,7
United Kingdom,2020-03-08,Reino Unido,53.0000,-1.6000,67
Czechia,2020-03-08,República Checa,49.7430,15.3380,12
Dominican Republic,2020-03-08,República Dominicana,19.0150,-70.7290,3
Romania,2020-03-08,Rumanía,45.8440,24.9690,6
Russia,2020-03-08,Rusia,61.9880,96.6890,4
San Marino,2020-03-08,San Marino,43.9420,12.4600,13
Singapore,2020-03-08,Singapur,1.3510,103.8080,12
South Africa,2020-03-08,Sudáfrica,-30.5580,23.1210,2
Sweden,2020-03-08,Suecia,62.0110,15.2700,42
Switzerland,2020-03-08,Suiza,46.8610,7.9080,69
Tunisia,2020-03-08,Túnez,35.3830,9.5960,1
Vietnam,2020-03-08,Vietnam,21.4910,105.3140,12
Germany,2020-03-09,Alemania,51.1100,9.8510,136
Saudi Arabia,2020-03-09,Arabia Saudí,24.0230,44.5850,4
Algeria,2020-03-09,Argelia,28.1630,2.6320,1
Australia,2020-03-09,Australia,-24.9730,136.1890,15
Austria,2020-03-09,Austria,47.6830,14.9120,27
Bahrain,2020-03-09,Bahrein,26.0190,50.5620,10
Belgium,2020-03-09,Bélgica,50.6430,4.6640,39
Brazil,2020-03-09,Brasil,-10.7720,-53.0890,5
Canada,2020-03-09,Canadá,59.0810,-109.4330,13
China,2020-03-09,China,33.4200,106.5140,37
"Korea, South",2020-03-09,Corea del Sur,36.5040,128.1030,164
Costa Rica,2020-03-09,Costa Rica,9.9710,-83.9460,4
Denmark,2020-03-09,Dinamarca,56.0580,9.2640,55
Ecuador,2020-03-09,Ecuador,-1.3850,-78.4970,1
Egypt,2020-03-09,Egipto,26.4940,29.8720,6
Spain,2020-03-09,España,40.2270,-3.6490,400
US,2020-03-09,Estados Unidos,39.6220,-98.6060,65
Philippines,2020-03-09,Filipinas,11.1180,122.4660,10
Finland,2020-03-09,Finlandia,64.5040,26.2720,7
France,2020-03-09,Francia,46.5650,2.5500,83
Georgia,2020-03-09,Georgia,42.1760,43.5180,2
Hungary,2020-03-09,Hungría,47.0700,19.1340,2
India,2020-03-09,India,21.0000,78.5000,4
Indonesia,2020-03-09,Indonesia,-0.9760,114.2520,13
Iran,2020-03-09,Irán,32.5650,54.3010,595
Ireland,2020-03-09,Irlanda,53.1770,-8.1520,2
Iceland,2020-03-09,Islandia,64.7640,-18.4800,8
Italy,2020-03-09,Italia,42.7000,12.8000,1797
Japan,2020-03-09,Japón,36.4910,139.0680,9
Latvia,2020-03-09,Letonia,56.8580,25.6410,4
Malaysia,2020-03-09,Malasia,4.2010,102.1950,18
Nigeria,2020-03-09,Nigeria,9.5940,8.1050,1
Norway,2020-03-09,Noruega,61.1520,8.7400,29
Netherlands,2020-03-09,Países Bajos,52.0770,5.3890,56
Peru,2020-03-09,Perú,-9.3260,-75.5520,1
Poland,2020-03-09,Polonia,52.1250,19.4010,5
Qatar,2020-03-09,Qatar,25.3160,51.1910,3
United Kingdom,2020-03-09,Reino Unido,53.0000,-1.6000,48
Sweden,2020-03-09,Suecia,62.0110,15.2700,45
Switzerland,2020-03-09,Suiza,46.8610,7.9080,37
Afghanistan,2020-03-10,Afganistán,33.6770,65.2160,1
Albania,2020-03-10,Albania,41.1430,20.0680,8
Germany,2020-03-10,Alemania,51.1100,9.8510,281
Saudi Arabia,2020-03-10,Arabia Saudí,24.0230,44.5850,5
Argentina,2020-03-10,Argentina,-35.3770,-65.1670,5
Australia,2020-03-10,Australia,-24.9730,136.1890,16
Austria,2020-03-10,Austria,47.6830,14.9120,51
Azerbaijan,2020-03-10,Azerbaiyán,40.4300,47.3950,2
Bahrain,2020-03-10,Bahrein,26.0190,50.5620,15
Belgium,2020-03-10,Bélgica,50.6430,4.6640,28
Belarus,2020-03-10,Bielorrusia,53.5400,28.0470,3
Bosnia and Herzegovina,2020-03-10,Bosnia-Herzegovina,44.1690,17.7860,2
Brazil,2020-03-10,Brasil,-10.7720,-53.0890,6
Canada,2020-03-10,Canadá,59.0810,-109.4330,2
Chile,2020-03-10,Chile,-23.3890,-69.4330,5
China,2020-03-10,China,33.4200,106.5140,27
Cyprus,2020-03-10,Chipre,35.0430,33.2190,1
Colombia,2020-03-10,Colombia,3.9000,-73.0760,2
"Korea, South",2020-03-10,Corea del Sur,36.5040,128.1030,35
Croatia,2020-03-10,Croacia,45.7230,16.6930,2
Denmark,2020-03-10,Dinamarca,56.0580,9.2640,172
Egypt,2020-03-10,Egipto,26.4940,29.8720,4
United Arab Emirates,2020-03-10,Emiratos Árabes Unidos,23.5490,54.1630,29
Slovakia,2020-03-10,Eslovaquia,48.7070,19.4910,4
Slovenia,2020-03-10,Eslovenia,46.1240,14.8270,15
Spain,2020-03-10,España,40.2270,-3.6490,622
US,2020-03-10,Estados Unidos,39.6220,-98.6060,376
Estonia,2020-03-10,Estonia,58.6740,25.7930,2
Philippines,2020-03-10,Filipinas,11.1180,122.4660,13
Finland,2020-03-10,Finlandia,64.5040,26.2720,10
France,2020-03-10,Francia,46.5650,2.5500,575
Greece,2020-03-10,Grecia,39.6660,21.7660,16
India,2020-03-10,India,21.0000,78.5000,13
Indonesia,2020-03-10,Indonesia,-0.9760,114.2520,8
Iraq,2020-03-10,Irak,33.0480,43.7720,11
Iran,2020-03-10,Irán,32.5650,54.3010,881
Ireland,2020-03-10,Irlanda,53.1770,-8.1520,13
Iceland,2020-03-10,Islandia,64.7640,-18.4800,11
Israel,2020-03-10,Israel,31.0260,34.8510,22
Italy,2020-03-10,Italia,42.7000,12.8000,977
Japan,2020-03-10,Japón,36.4910,139.0680,70
Kuwait,2020-03-10,Kuwait,29.4760,47.3760,5
Latvia,2020-03-10,Letonia,56.8580,25.6410,2
Lebanon,2020-03-10,Líbano,33.9200,35.8880,9
Luxembourg,2020-03-10,Luxemburgo,49.7710,6.0880,2
North Macedonia,2020-03-10,Macedonia del Norte,41.6000,21.6980,4
Malaysia,2020-03-10,Malasia,4.2010,102.1950,12
Maldives,2020-03-10,Maldivas,3.5480,72.9200,2
Malta,2020-03-10,Malta,35.8900,14.4420,2
Morocco,2020-03-10,Marruecos,32.7060,-5.7580,1
Moldova,2020-03-10,Moldavia,47.1930,28.5990,2
Norway,2020-03-10,Noruega,61.1520,8.7400,195
Oman,2020-03-10,Omán,21.6560,57.4070,2
Netherlands,2020-03-10,Países Bajos,52.0770,5.3890,61
Pakistan,2020-03-10,Pakistán,29.9670,69.3860,10
Peru,2020-03-10,Perú,-9.3260,-75.5520,4
Poland,2020-03-10,Polonia,52.1250,19.4010,6
Portugal,2020-03-10,Portugal,40.3090,-8.0580,11
Qatar,2020-03-10,Qatar,25.3160,51.1910,6
United Kingdom,2020-03-10,Reino Unido,53.0000,-1.6000,62
Czechia,2020-03-10,República Checa,49.7430,15.3380,10
Romania,2020-03-10,Rumanía,45.8440,24.9690,10
Russia,2020-03-10,Rusia,61.9880,96.6890,3
San Marino,2020-03-10,San Marino,43.9420,12.4600,15
Serbia,2020-03-10,Serbia,44.0320,20.8060,4
Singapore,2020-03-10,Singapur,1.3510,103.8080,10
South Africa,2020-03-10,Sudáfrica,-30.5580,23.1210,4
Sweden,2020-03-10,Suecia,62.0110,15.2700,107
Switzerland,2020-03-10,Suiza,46.8610,7.9080,117
Thailand,2020-03-10,Tailandia,15.7000,100.8440,3
Taiwan*,2020-03-10,Taiwán,23.7540,120.9460,2
Tunisia,2020-03-10,Túnez,35.3830,9.5960,3
Vietnam,2020-03-10,Vietnam,21.4910,105.3140,1
Afghanistan,2020-03-11,Afganistán,33.6770,65.2160,2
Albania,2020-03-11,Albania,41.1430,20.0680,2
Germany,2020-03-11,Alemania,51.11,9.851,451
Saudi Arabia,2020-03-11,Arabia Saudí,24.0230,44.5850,1
Argentina,2020-03-11,Argentina,-35.377,-65.167,2
Australia,2020-03-11,Australia,-24.973,136.189,21
Austria,2020-03-11,Austria,47.6830,14.9120,64
Bahrain,2020-03-11,Bahrein,26.0190,50.5620,85
Belgium,2020-03-11,Bélgica,50.6430,4.6640,47
Bosnia and Herzegovina,2020-03-11,Bosnia-Herzegovina,44.169,17.786,2
Brazil,2020-03-11,Brasil,-10.772,-53.089,7
Brunei,2020-03-11,Brunei,4.4680,114.5910,10
Bulgaria,2020-03-11,Bulgaria,42.761,25.231,3
Burkina Faso,2020-03-11,Burkina Faso,12.278,-1.74,1
Cambodia,2020-03-11,Camboya,12.714,104.564,1
Canada,2020-03-11,Canadá,59.0810,-109.4330,29
Chile,2020-03-11,Chile,-23.389,-69.433,10
China,2020-03-11,China,33.4200,106.5140,34
Cyprus,2020-03-11,Chipre,35.0430,33.2190,3
Colombia,2020-03-11,Colombia,3.9000,-73.0760,6
"Korea, South",2020-03-11,Corea del Sur,36.5040,128.1030,242
Costa Rica,2020-03-11,Costa Rica,9.9710,-83.9460,4
Croatia,2020-03-11,Croacia,45.7230,16.6930,5
Denmark,2020-03-11,Dinamarca,56.058,9.264,180
Ecuador,2020-03-11,Ecuador,-1.3850,-78.4970,2
Egypt,2020-03-11,Egipto,26.4940,29.8720,1
Slovakia,2020-03-11,Eslovaquia,48.7070,19.4910,3
Slovenia,2020-03-11,Eslovenia,46.1240,14.8270,26
Spain,2020-03-11,España,40.227,-3.649,582
US,2020-03-11,Estados Unidos,39.622,-98.606,322
Estonia,2020-03-11,Estonia,58.6740,25.7930,4
Philippines,2020-03-11,Filipinas,11.1180,122.4660,16
Finland,2020-03-11,Finlandia,64.5040,26.2720,19
France,2020-03-11,Francia,46.565,2.55,497
Georgia,2020-03-11,Georgia,42.1760,43.5180,9
Greece,2020-03-11,Grecia,39.666,21.766,10
Hungary,2020-03-11,Hungría,47.07,19.134,4
India,2020-03-11,India,21,78.5,6
Indonesia,2020-03-11,Indonesia,-0.9760,114.2520,7
Iran,2020-03-11,Irán,32.5650,54.3010,958
Ireland,2020-03-11,Irlanda,53.1770,-8.1520,9
Iceland,2020-03-11,Islandia,64.7640,-18.4800,16
Israel,2020-03-11,Israel,31.0260,34.8510,26
Italy,2020-03-11,Italia,42.7000,12.8000,2313
Japan,2020-03-11,Japón,36.491,139.068,58
Kuwait,2020-03-11,Kuwait,29.4760,47.3760,3
Latvia,2020-03-11,Letonia,56.858,25.641,2
Lebanon,2020-03-11,Líbano,33.92,35.888,20
Lithuania,2020-03-11,Lituania,55.336,23.897,2
Luxembourg,2020-03-11,Luxemburgo,49.7710,6.0880,2
Malaysia,2020-03-11,Malasia,4.2010,102.1950,20
Maldives,2020-03-11,Maldivas,3.548,72.92,2
Malta,2020-03-11,Malta,35.89,14.442,1
Morocco,2020-03-11,Marruecos,32.7060,-5.7580,2
Martinique,2020-03-11,Martinica,14.6530,-61.0210,1
Mexico,2020-03-11,México,23.9510,-102.5350,1
Norway,2020-03-11,Noruega,61.152,8.74,198
Netherlands,2020-03-11,Países Bajos,52.0770,5.3890,121
Pakistan,2020-03-11,Pakistán,29.9670,69.3860,3
Panama,2020-03-11,Panamá,8.3840,-80.9200,7
Paraguay,2020-03-11,Paraguay,-23.236,-58.391,4
Poland,2020-03-11,Polonia,52.125,19.401,9
Portugal,2020-03-11,Portugal,40.3090,-8.0580,18
Qatar,2020-03-11,Qatar,25.3160,51.1910,238
United Kingdom,2020-03-11,Reino Unido,53,-1.6,75
Czechia,2020-03-11,República Checa,49.7430,15.3380,50
Romania,2020-03-11,Rumanía,45.8440,24.9690,20
San Marino,2020-03-11,San Marino,43.9420,12.4600,11
Serbia,2020-03-11,Serbia,44.0320,20.8060,7
Singapore,2020-03-11,Singapur,1.3510,103.8080,18
Sri Lanka,2020-03-11,Sri Lanka,7.612,80.704,1
South Africa,2020-03-11,Sudáfrica,-30.558,23.121,6
Sweden,2020-03-11,Suecia,62.0110,15.2700,145
Switzerland,2020-03-11,Suiza,46.8610,7.9080,161
Thailand,2020-03-11,Tailandia,15.7,100.844,6
Taiwan*,2020-03-11,Taiwán,23.7540,120.9460,1
Tunisia,2020-03-11,Túnez,35.383,9.596,2
Vietnam,2020-03-11,Vietnam,21.491,105.314,7
Albania,2020-03-12,Albania,41.143,20.068,11
Germany,2020-03-12,Alemania,51.11,9.851,170
Saudi Arabia,2020-03-12,Arabia Saudí,24.023,44.585,24
Algeria,2020-03-12,Argelia,28.163,2.632,4
Armenia,2020-03-12,Armenia,40.534,44.563,3
Austria,2020-03-12,Austria,47.683,14.912,56
Belarus,2020-03-12,Bielorrusia,53.54,28.047,3
Bosnia and Herzegovina,2020-03-12,Bosnia-Herzegovina,44.169,17.786,4
Brazil,2020-03-12,Brasil,-10.772,-53.089,14
Canada,2020-03-12,Canadá,59.081,-109.433,9
China,2020-03-12,China,33.42,106.514,11
"Korea, South",2020-03-12,Corea del Sur,36.504,128.103,114
Costa Rica,2020-03-12,Costa Rica,9.971,-83.946,9
Denmark,2020-03-12,Dinamarca,56.058,9.264,173
Egypt,2020-03-12,Egipto,26.494,29.872,7
United Arab Emirates,2020-03-12,Emiratos Árabes Unidos,23.549,54.163,11
Slovakia,2020-03-12,Eslovaquia,48.707,19.491,6
Slovenia,2020-03-12,Eslovenia,46.124,14.827,32
Spain,2020-03-12,España,40.227,-3.649,1587
US,2020-03-12,Estados Unidos,39.622,-98.606,382
Philippines,2020-03-12,Filipinas,11.118,122.466,3
France,2020-03-12,Francia,46.565,2.55,592
India,2020-03-12,India,21,78.5,11
Iran,2020-03-12,Irán,32.565,54.301,1075
Iceland,2020-03-12,Islandia,64.764,-18.48,18
Israel,2020-03-12,Israel,31.026,34.851,22
Italy,2020-03-12,Italia,42.7000,12.8000,2651
Jamaica,2020-03-12,Jamaica,18.151,-77.32,1
Kuwait,2020-03-12,Kuwait,29.476,47.376,8
Luxembourg,2020-03-12,Luxemburgo,49.771,6.088,12
Morocco,2020-03-12,Marruecos,32.706,-5.758,1
Mexico,2020-03-12,México,23.951,-102.535,4
Monaco,2020-03-12,Mónaco,43.75,7.412,1
Norway,2020-03-12,Noruega,61.152,8.74,104
Pakistan,2020-03-12,Pakistán,29.967,69.386,1
Panama,2020-03-12,Panamá,8.384,-80.92,3
Peru,2020-03-12,Perú,-9.326,-75.552,4
Poland,2020-03-12,Polonia,52.125,19.401,18
United Kingdom,2020-03-12,Reino Unido,53,-1.6,131
Czechia,2020-03-12,República Checa,49.743,15.338,3
Romania,2020-03-12,Rumanía,45.844,24.969,4
Russia,2020-03-12,Rusia,61.988,96.689,8
San Marino,2020-03-12,San Marino,43.942,12.46,7
Serbia,2020-03-12,Serbia,44.032,20.806,7
South Africa,2020-03-12,Sudáfrica,-30.558,23.121,4
Sweden,2020-03-12,Suecia,62.011,15.27,99
Thailand,2020-03-12,Tailandia,15.7,100.844,11
Taiwan*,2020-03-12,Taiwán,23.754,120.946,1
Vietnam,2020-03-12,Vietnam,21.491,105.314,1
Albania,2020-03-13,Albania,41.143,20.068,10
Germany,2020-03-13,Alemania,51.11,9.851,1597
Saudi Arabia,2020-03-13,Arabia Saudí,24.023,44.585,41
Algeria,2020-03-13,Argelia,28.163,2.632,2
Argentina,2020-03-13,Argentina,-35.377,-65.167,12
Armenia,2020-03-13,Armenia,40.534,44.563,4
Australia,2020-03-13,Australia,-24.973,136.189,72
Austria,2020-03-13,Austria,47.683,14.912,202
Azerbaijan,2020-03-13,Azerbaiyán,40.43,47.395,4
Belgium,2020-03-13,Bélgica,50.643,4.664,245
Belarus,2020-03-13,Bielorrusia,53.54,28.047,15
Bolivia,2020-03-13,Bolivia,-16.715,-64.671,1
Bosnia and Herzegovina,2020-03-13,Bosnia-Herzegovina,44.169,17.786,2
Brazil,2020-03-13,Brasil,-10.772,-53.089,99
Brunei,2020-03-13,Brunei,4.468,114.591,26
Bulgaria,2020-03-13,Bulgaria,42.761,25.231,16
Cambodia,2020-03-13,Camboya,12.714,104.564,2
Canada,2020-03-13,Canadá,59.081,-109.433,76
Chile,2020-03-13,Chile,-23.389,-69.433,20
China,2020-03-13,China,33.42,106.514,13
Cyprus,2020-03-13,Chipre,35.043,33.219,8
Colombia,2020-03-13,Colombia,3.9,-73.076,4
