pais,fecha,pais_esp,lat,long,var_casos
Bolivia,2020-08-05,Bolivia,-16.715,-64.671,1780
Bosnia and Herzegovina,2020-08-05,Bosnia-Herzegovina,44.169,17.786,282
Brazil,2020-08-05,Brasil,-10.772,-53.089,57152
Bulgaria,2020-08-05,Bulgaria,42.761,25.231,303
Canada,2020-08-05,Canadá,59.081,-109.433,374
Chad,2020-08-05,Chad,15.361,18.665,1
Chile,2020-08-05,Chile,-23.389,-69.433,1761
China,2020-08-05,China,33.42,106.514,122
Cyprus,2020-08-05,Chipre,35.043,33.219,15
Colombia,2020-08-05,Colombia,3.9,-73.076,10735
Congo (Kinshasa),2020-08-05,Congo (Kinshasa),-2.876,23.654,75
"Korea, South",2020-08-05,Corea del Sur,36.504,128.103,43
Costa Rica,2020-08-05,Costa Rica,9.971,-83.946,580
Croatia,2020-08-05,Croacia,45.723,16.693,58
Cuba,2020-08-05,Cuba,21.297,-77.781,25
Denmark,2020-08-05,Dinamarca,56.058,9.264,126
Ecuador,2020-08-05,Ecuador,-1.385,-78.497,903
Egypt,2020-08-05,Egipto,26.494,29.872,123
El Salvador,2020-08-05,El Salvador,13.736,-88.866,439
United Arab Emirates,2020-08-05,Emiratos Árabes Unidos,23.549,54.163,254
Slovakia,2020-08-05,Eslovaquia,48.707,19.491,49
Slovenia,2020-08-05,Eslovenia,46.124,14.827,18
Spain,2020-08-05,España,40.227,-3.649,2953
US,2020-08-05,Estados Unidos,39.622,-98.606,52810
Estonia,2020-08-05,Estonia,58.674,25.793,22
Eswatini,2020-08-05,Esuatini,-26.632018,31.5038,53
Ethiopia,2020-08-05,Etiopía,8.626,39.616,459
Philippines,2020-08-05,Filipinas,11.118,122.466,3387
Finland,2020-08-05,Finlandia,64.504,26.272,29
Gabon,2020-08-05,Gabón,-0.591,11.797,141
Gambia,2020-08-05,Gambia,13.453,-15.386,128
Georgia,2020-08-05,Georgia,42.176,43.518,15
Ghana,2020-08-05,Ghana,7.96,-1.207,1263
Greece,2020-08-05,Grecia,39.666,21.766,119
Guatemala,2020-08-05,Guatemala,15.256,-90.398,1144
Guinea,2020-08-05,Guinea,10.439,-10.942,86
Guinea-Bissau,2020-08-05,Guinea-Bisáu,12.125,-14.651,51
Guyana,2020-08-05,Guyana,4.792,-58.974,12
Haiti,2020-08-05,Haití,19.142,-72.278,33
Honduras,2020-08-05,Honduras,14.819,-86.863,799
Hungary,2020-08-05,Hungría,47.07,19.134,11
India,2020-08-05,India,21,78.5,56282
Indonesia,2020-08-05,Indonesia,-0.976,114.252,1815
Iraq,2020-08-05,Irak,33.048,43.772,2834
Iran,2020-08-05,Irán,32.565,54.301,2697
Ireland,2020-08-05,Irlanda,53.177,-8.152,50
Iceland,2020-08-05,Islandia,64.764,-18.48,8
Israel,2020-08-05,Israel,31.026,34.851,1721
Italy,2020-08-05,Italia,42.7,12.8,384
Jamaica,2020-08-05,Jamaica,18.151,-77.32,8
Japan,2020-08-05,Japón,36.491,139.068,1339
Jordan,2020-08-05,Jordania,30.703,36.319,7
Kazakhstan,2020-08-05,Kazajistán,48.16,67.301,1060
Kenya,2020-08-05,Kenia,0.53,37.858,671
Kyrgyzstan,2020-08-05,Kirguistán,41.465,74.555,569
Kuwait,2020-08-05,Kuwait,29.476,47.376,651
Latvia,2020-08-05,Letonia,56.858,25.641,8
Lebanon,2020-08-05,Líbano,33.92,35.888,355
Liberia,2020-08-05,Liberia,6.682,-9.657,5
Libya,2020-08-05,Libia,27.044,18.023,251
Lithuania,2020-08-05,Lituania,55.336,23.897,10
Luxembourg,2020-08-05,Luxemburgo,49.771,6.088,90
North Macedonia,2020-08-05,Macedonia del Norte,41.6,21.698,87
Madagascar,2020-08-05,Madagascar,-19.374,46.706,327
Malaysia,2020-08-05,Malasia,4.201,102.195,21
Malawi,2020-08-05,Malaui,-13.4,33.808,65
Maldives,2020-08-05,Maldivas,3.548,72.92,148
Mali,2020-08-05,Mali,17.35,-3.524,3
Malta,2020-08-05,Malta,35.89,14.442,36
Morocco,2020-08-05,Marruecos,32.706,-5.758,1283
Mauritania,2020-08-05,Mauritania,20.26,-10.332,26
Mexico,2020-08-05,México,23.951,-102.535,6139
Moldova,2020-08-05,Moldavia,47.193,28.599,408
Monaco,2020-08-05,Mónaco,43.75,7.412,2
Montenegro,2020-08-05,Montenegro,42.792,19.254,50
Mozambique,2020-08-05,Mozambique,-14.422,37.923,50
Namibia,2020-08-05,Namibia,-22.133,17.218,70
Nepal,2020-08-05,Nepal,28.253,83.939,381
Nigeria,2020-08-05,Nigeria,9.594,8.105,457
Norway,2020-08-05,Noruega,61.152,8.74,47
Oman,2020-08-05,Omán,21.656,57.407,1127
Netherlands,2020-08-05,Países Bajos,52.077,5.389,471
Pakistan,2020-08-05,Pakistán,29.967,69.386,675
Panama,2020-08-05,Panamá,8.384,-80.92,807
Papua New Guinea,2020-08-05,Papúa Nueva Guinea,-5.949,143.459,39
Paraguay,2020-08-05,Paraguay,-23.236,-58.391,208
Peru,2020-08-05,Perú,-9.326,-75.552,7734
Poland,2020-08-05,Polonia,52.125,19.401,640
Portugal,2020-08-05,Portugal,40.309,-8.058,167
Qatar,2020-08-05,Qatar,25.316,51.191,267
United Kingdom,2020-08-05,Reino Unido,53,-1.6,15
Czechia,2020-08-05,República Checa,49.743,15.338,243
Dominican Republic,2020-08-05,República Dominicana,19.015,-70.729,1365
Rwanda,2020-08-05,Ruanda,-1.998,29.917,5
Romania,2020-08-05,Rumanía,45.844,24.969,1309
Russia,2020-08-05,Rusia,61.988,96.689,5186
Saint Vincent and the Grenadines,2020-08-05,San Vicente y las Granadinas,13.248,-61.194,1
Sao Tome and Principe,2020-08-05,Santo Tomé y Príncipe,0.201,6.629,3
Senegal,2020-08-05,Senegal,15.013,-14.881,106
Serbia,2020-08-05,Serbia,44.032,20.806,295
Seychelles,2020-08-05,Seychelles,-4.647,55.474,12
Sierra Leone,2020-08-05,Sierra Leona,8.56,-11.792,5
Singapore,2020-08-05,Singapur,1.351,103.808,908
Somalia,2020-08-05,Somalia,9.774,48.316,7
Sri Lanka,2020-08-05,Sri Lanka,7.612,80.704,5
South Africa,2020-08-05,Sudáfrica,-30.558,23.121,8559
Sweden,2020-08-05,Suecia,62.011,15.27,359
Switzerland,2020-08-05,Suiza,46.861,7.908,181
Suriname,2020-08-05,Surinam,4.127,-55.912,69
Thailand,2020-08-05,Tailandia,15.7,100.844,7
Tajikistan,2020-08-05,Tayikistán,38.665,69.42,42
Togo,2020-08-05,Togo,8.799,1.081,13
Trinidad and Tobago,2020-08-05,Trinidad y Tobago,10.468,-61.253,5
Tunisia,2020-08-05,Túnez,35.383,9.596,17
Turkey,2020-08-05,Turquía,39.061,35.179,1178
Ukraine,2020-08-05,Ucrania,49.016,31.388,1289
Uganda,2020-08-05,Uganda,1.28,32.386,10
Uruguay,2020-08-05,Uruguay,-32.8,-56.012,9
Uzbekistan,2020-08-05,Uzbekistán,41.75,63.17,746
Venezuela,2020-08-05,Venezuela,7.125,-66.166,861
Vietnam,2020-08-05,Vietnam,21.491,105.314,45
Yemen,2020-08-05,Yemen,15.807,48.355,3
Djibouti,2020-08-05,Yibuti,11.9,42.516,82
Zambia,2020-08-05,Zambia,-14.614,26.32,229
Bahamas,2020-08-05,NA,NA,NA,36
Burma,2020-08-05,NA,NA,NA,1
Cabo Verde,2020-08-05,NA,NA,NA,58
Cote d'Ivoire,2020-08-05,NA,NA,NA,56
Syria,2020-08-05,NA,NA,NA,52
West Bank and Gaza,2020-08-05,NA,NA,NA,295
Afghanistan,2020-08-06,Afganistán,33.677,65.216,67
Albania,2020-08-06,Albania,41.143,20.068,127
Germany,2020-08-06,Alemania,51.11,9.851,926
Andorra,2020-08-06,Andorra,42.549,1.576,5
Angola,2020-08-06,Angola,-12.296,17.544,88
Saudi Arabia,2020-08-06,Arabia Saudí,24.023,44.585,1402
Algeria,2020-08-06,Argelia,28.163,2.632,571
Argentina,2020-08-06,Argentina,-35.377,-65.167,7513
Armenia,2020-08-06,Armenia,40.534,44.563,233
Australia,2020-08-06,Australia,-24.973,136.189,382
Austria,2020-08-06,Austria,47.683,14.912,130
Azerbaijan,2020-08-06,Azerbaiyán,40.43,47.395,144
Bahrain,2020-08-06,Bahrein,26.019,50.562,375
Bangladesh,2020-08-06,Bangladesh,24.218,89.941,2977
Belgium,2020-08-06,Bélgica,50.643,4.664,858
Belize,2020-08-06,Belice,17.219,-88.602,28
Belarus,2020-08-06,Bielorrusia,53.54,28.047,127
Bolivia,2020-08-06,Bolivia,-16.715,-64.671,1282
Bosnia and Herzegovina,2020-08-06,Bosnia-Herzegovina,44.169,17.786,258
Brazil,2020-08-06,Brasil,-10.772,-53.089,53139
Bulgaria,2020-08-06,Bulgaria,42.761,25.231,297
Burkina Faso,2020-08-06,Burkina Faso,12.278,-1.74,5
Burundi,2020-08-06,Burundi,-3.356,29.887,5
Bhutan,2020-08-06,Bután,27.415,90.429,3
Canada,2020-08-06,Canadá,59.081,-109.433,354
Chad,2020-08-06,Chad,15.361,18.665,3
Chile,2020-08-06,Chile,-23.389,-69.433,1948
China,2020-08-06,China,33.42,106.514,132
Cyprus,2020-08-06,Chipre,35.043,33.219,13
Colombia,2020-08-06,Colombia,3.9,-73.076,11996
Comoros,2020-08-06,Comoras,-11.758,43.337,8
Congo (Kinshasa),2020-08-06,Congo (Kinshasa),-2.876,23.654,56
"Korea, South",2020-08-06,Corea del Sur,36.504,128.103,20
Costa Rica,2020-08-06,Costa Rica,9.971,-83.946,653
Croatia,2020-08-06,Croacia,45.723,16.693,28
Cuba,2020-08-06,Cuba,21.297,-77.781,49
Denmark,2020-08-06,Dinamarca,56.058,9.264,146
Ecuador,2020-08-06,Ecuador,-1.385,-78.497,1671
Egypt,2020-08-06,Egipto,26.494,29.872,131
El Salvador,2020-08-06,El Salvador,13.736,-88.866,425
United Arab Emirates,2020-08-06,Emiratos Árabes Unidos,23.549,54.163,239
Slovakia,2020-08-06,Eslovaquia,48.707,19.491,63
Slovenia,2020-08-06,Eslovenia,46.124,14.827,15
Spain,2020-08-06,España,40.227,-3.649,4088
US,2020-08-06,Estados Unidos,39.622,-98.606,59692
Estonia,2020-08-06,Estonia,58.674,25.793,11
Eswatini,2020-08-06,Esuatini,-26.632018,31.5038,59
Ethiopia,2020-08-06,Etiopía,8.626,39.616,564
Philippines,2020-08-06,Filipinas,11.118,122.466,3480
Finland,2020-08-06,Finlandia,64.504,26.272,20
France,2020-08-06,Francia,46.565,2.55,2734
Gambia,2020-08-06,Gambia,13.453,-15.386,136
Georgia,2020-08-06,Georgia,42.176,43.518,9
Ghana,2020-08-06,Ghana,7.96,-1.207,567
Greece,2020-08-06,Grecia,39.666,21.766,149
Guatemala,2020-08-06,Guatemala,15.256,-90.398,830
Guinea,2020-08-06,Guinea,10.439,-10.942,89
Guyana,2020-08-06,Guyana,4.792,-58.974,29
Haiti,2020-08-06,Haití,19.142,-72.278,38
Honduras,2020-08-06,Honduras,14.819,-86.863,657
Hungary,2020-08-06,Hungría,47.07,19.134,33
India,2020-08-06,India,21,78.5,62538
Indonesia,2020-08-06,Indonesia,-0.976,114.252,1882
Iraq,2020-08-06,Irak,33.048,43.772,3047
Iran,2020-08-06,Irán,32.565,54.301,2634
Ireland,2020-08-06,Irlanda,53.177,-8.152,69
Iceland,2020-08-06,Islandia,64.764,-18.48,6
Israel,2020-08-06,Israel,31.026,34.851,1640
Italy,2020-08-06,Italia,42.7,12.8,401
Jamaica,2020-08-06,Jamaica,18.151,-77.32,30
Japan,2020-08-06,Japón,36.491,139.068,1481
Jordan,2020-08-06,Jordania,30.703,36.319,1
Kazakhstan,2020-08-06,Kazajistán,48.16,67.301,980
Kenya,2020-08-06,Kenia,0.53,37.858,538
Kyrgyzstan,2020-08-06,Kirguistán,41.465,74.555,549
Kosovo,2020-08-06,Kosovo,42.516245,20.87686,414
Kuwait,2020-08-06,Kuwait,29.476,47.376,620
Lesotho,2020-08-06,Lesotho,-29.581,28.243,16
Latvia,2020-08-06,Letonia,56.858,25.641,18
Lebanon,2020-08-06,Líbano,33.92,35.888,255
Liberia,2020-08-06,Liberia,6.682,-9.657,3
Libya,2020-08-06,Libia,27.044,18.023,404
Lithuania,2020-08-06,Lituania,55.336,23.897,24
Luxembourg,2020-08-06,Luxemburgo,49.771,6.088,66
North Macedonia,2020-08-06,Macedonia del Norte,41.6,21.698,110
Madagascar,2020-08-06,Madagascar,-19.374,46.706,304
Malaysia,2020-08-06,Malasia,4.201,102.195,15
Malawi,2020-08-06,Malaui,-13.4,33.808,65
Maldives,2020-08-06,Maldivas,3.548,72.92,86
Mali,2020-08-06,Mali,17.35,-3.524,6
Malta,2020-08-06,Malta,35.89,14.442,20
Morocco,2020-08-06,Marruecos,32.706,-5.758,1144
Mexico,2020-08-06,México,23.951,-102.535,6590
Moldova,2020-08-06,Moldavia,47.193,28.599,406
Montenegro,2020-08-06,Montenegro,42.792,19.254,69
Mozambique,2020-08-06,Mozambique,-14.422,37.923,41
Namibia,2020-08-06,Namibia,-22.133,17.218,112
Nepal,2020-08-06,Nepal,28.253,83.939,360
Niger,2020-08-06,Níger,17.426,9.398,1
Nigeria,2020-08-06,Nigeria,9.594,8.105,354
Norway,2020-08-06,Noruega,61.152,8.74,59
Oman,2020-08-06,Omán,21.656,57.407,427
Netherlands,2020-08-06,Países Bajos,52.077,5.389,715
Pakistan,2020-08-06,Pakistán,29.967,69.386,727
Panama,2020-08-06,Panamá,8.384,-80.92,1187
Papua New Guinea,2020-08-06,Papúa Nueva Guinea,-5.949,143.459,10
Paraguay,2020-08-06,Paraguay,-23.236,-58.391,315
Peru,2020-08-06,Perú,-9.326,-75.552,7785
Poland,2020-08-06,Polonia,52.125,19.401,726
Portugal,2020-08-06,Portugal,40.309,-8.058,213
Qatar,2020-08-06,Qatar,25.316,51.191,287
United Kingdom,2020-08-06,Reino Unido,53,-1.6,964
Central African Republic,2020-08-06,República Centroafricana,6.571,20.483,2
Czechia,2020-08-06,República Checa,49.743,15.338,202
Dominican Republic,2020-08-06,República Dominicana,19.015,-70.729,876
Rwanda,2020-08-06,Ruanda,-1.998,29.917,7
Romania,2020-08-06,Rumanía,45.844,24.969,1345
Russia,2020-08-06,Rusia,61.988,96.689,5239
Senegal,2020-08-06,Senegal,15.013,-14.881,177
Serbia,2020-08-06,Serbia,44.032,20.806,299
Sierra Leone,2020-08-06,Sierra Leona,8.56,-11.792,17
Singapore,2020-08-06,Singapur,1.351,103.808,301
South Africa,2020-08-06,Sudáfrica,-30.558,23.121,8307
South Sudan,2020-08-06,Sudán del Sur,NA,NA,13
Sweden,2020-08-06,Suecia,62.011,15.27,427
Switzerland,2020-08-06,Suiza,46.861,7.908,181
Suriname,2020-08-06,Surinam,4.127,-55.912,46
Thailand,2020-08-06,Tailandia,15.7,100.844,2
Taiwan*,2020-08-06,Taiwán,23.754,120.946,1
Tajikistan,2020-08-06,Tayikistán,38.665,69.42,40
Togo,2020-08-06,Togo,8.799,1.081,11
Trinidad and Tobago,2020-08-06,Trinidad y Tobago,10.468,-61.253,11
Tunisia,2020-08-06,Túnez,35.383,9.596,41
Turkey,2020-08-06,Turquía,39.061,35.179,1153
Ukraine,2020-08-06,Ucrania,49.016,31.388,1346
Uganda,2020-08-06,Uganda,1.28,32.386,10
Uruguay,2020-08-06,Uruguay,-32.8,-56.012,9
Uzbekistan,2020-08-06,Uzbekistán,41.75,63.17,522
Venezuela,2020-08-06,Venezuela,7.125,-66.166,981
Vietnam,2020-08-06,Vietnam,21.491,105.314,33
Yemen,2020-08-06,Yemen,15.807,48.355,5
Zambia,2020-08-06,Zambia,-14.614,26.32,142
Zimbabwe,2020-08-06,Zimbabue,-19,29.872,118
Bahamas,2020-08-06,NA,NA,NA,10
Cabo Verde,2020-08-06,NA,NA,NA,45
Cote d'Ivoire,2020-08-06,NA,NA,NA,98
Syria,2020-08-06,NA,NA,NA,55
West Bank and Gaza,2020-08-06,NA,NA,NA,333
Afghanistan,2020-08-07,Afganistán,33.677,65.216,119
Albania,2020-08-07,Albania,41.143,20.068,135
Germany,2020-08-07,Alemania,51.11,9.851,1157
Andorra,2020-08-07,Andorra,42.549,1.576,11
Angola,2020-08-07,Angola,-12.296,17.544,55
Saudi Arabia,2020-08-07,Arabia Saudí,24.023,44.585,1567
Algeria,2020-08-07,Argelia,28.163,2.632,529
Argentina,2020-08-07,Argentina,-35.377,-65.167,7482
Armenia,2020-08-07,Armenia,40.534,44.563,166
Australia,2020-08-07,Australia,-24.973,136.189,426
Austria,2020-08-07,Austria,47.683,14.912,141
Azerbaijan,2020-08-07,Azerbaiyán,40.43,47.395,129
Bahrain,2020-08-07,Bahrein,26.019,50.562,418
Bangladesh,2020-08-07,Bangladesh,24.218,89.941,2851
Barbados,2020-08-07,Barbados,13.153,-59.559,5
Belgium,2020-08-07,Bélgica,50.643,4.664,768
Belarus,2020-08-07,Bielorrusia,53.54,28.047,111
Bolivia,2020-08-07,Bolivia,-16.715,-64.671,1468
Bosnia and Herzegovina,2020-08-07,Bosnia-Herzegovina,44.169,17.786,291
Brazil,2020-08-07,Brasil,-10.772,-53.089,50230
Brunei,2020-08-07,Brunei,4.468,114.591,1
Bulgaria,2020-08-07,Bulgaria,42.761,25.231,195
Cambodia,2020-08-07,Camboya,12.714,104.564,3
Canada,2020-08-07,Canadá,59.081,-109.433,516
Chile,2020-08-07,Chile,-23.389,-69.433,2154
China,2020-08-07,China,33.42,106.514,120
Cyprus,2020-08-07,Chipre,35.043,33.219,14
Colombia,2020-08-07,Colombia,3.9,-73.076,9494
Congo (Brazzaville),2020-08-07,Congo (Brazzaville),-0.055,15.986,91
Congo (Kinshasa),2020-08-07,Congo (Kinshasa),-2.876,23.654,46
"Korea, South",2020-08-07,Corea del Sur,36.504,128.103,43
Costa Rica,2020-08-07,Costa Rica,9.971,-83.946,1011
Croatia,2020-08-07,Croacia,45.723,16.693,62
Cuba,2020-08-07,Cuba,21.297,-77.781,54
Denmark,2020-08-07,Dinamarca,56.058,9.264,161
Ecuador,2020-08-07,Ecuador,-1.385,-78.497,1432
Egypt,2020-08-07,Egipto,26.494,29.872,141
El Salvador,2020-08-07,El Salvador,13.736,-88.866,418
United Arab Emirates,2020-08-07,Emiratos Árabes Unidos,23.549,54.163,216
Eritrea,2020-08-07,Eritrea,16.045,38.219,3
Slovakia,2020-08-07,Eslovaquia,48.707,19.491,43
Slovenia,2020-08-07,Eslovenia,46.124,14.827,10
Spain,2020-08-07,España,40.227,-3.649,4507
US,2020-08-07,Estados Unidos,39.622,-98.606,58173
Estonia,2020-08-07,Estonia,58.674,25.793,9
Eswatini,2020-08-07,Esuatini,-26.632018,31.5038,68
Ethiopia,2020-08-07,Etiopía,8.626,39.616,552
Philippines,2020-08-07,Filipinas,11.118,122.466,3294
Finland,2020-08-07,Finlandia,64.504,26.272,22
France,2020-08-07,Francia,46.565,2.55,3897
Gabon,2020-08-07,Gabón,-0.591,11.797,136
Gambia,2020-08-07,Gambia,13.453,-15.386,155
Georgia,2020-08-07,Georgia,42.176,43.518,7
Ghana,2020-08-07,Ghana,7.96,-1.207,455
Greece,2020-08-07,Grecia,39.666,21.766,147
Guatemala,2020-08-07,Guatemala,15.256,-90.398,931
Guinea,2020-08-07,Guinea,10.439,-10.942,113
Haiti,2020-08-07,Haití,19.142,-72.278,17
Honduras,2020-08-07,Honduras,14.819,-86.863,610
Hungary,2020-08-07,Hungría,47.07,19.134,24
India,2020-08-07,India,21,78.5,61537
Indonesia,2020-08-07,Indonesia,-0.976,114.252,2473
Iraq,2020-08-07,Irak,33.048,43.772,3461
Iran,2020-08-07,Irán,32.565,54.301,2450
Ireland,2020-08-07,Irlanda,53.177,-8.152,98
Iceland,2020-08-07,Islandia,64.764,-18.48,20
Israel,2020-08-07,Israel,31.026,34.851,1432
Italy,2020-08-07,Italia,42.7,12.8,552
Jamaica,2020-08-07,Jamaica,18.151,-77.32,29
Japan,2020-08-07,Japón,36.491,139.068,1597
Jordan,2020-08-07,Jordania,30.703,36.319,5
Kazakhstan,2020-08-07,Kazajistán,48.16,67.301,907
Kenya,2020-08-07,Kenia,0.53,37.858,727
Kyrgyzstan,2020-08-07,Kirguistán,41.465,74.555,503
Kosovo,2020-08-07,Kosovo,42.516245,20.87686,181
Kuwait,2020-08-07,Kuwait,29.476,47.376,682
Latvia,2020-08-07,Letonia,56.858,25.641,6
Lebanon,2020-08-07,Líbano,33.92,35.888,279
Liberia,2020-08-07,Liberia,6.682,-9.657,6
Libya,2020-08-07,Libia,27.044,18.023,200
Lithuania,2020-08-07,Lituania,55.336,23.897,23
Luxembourg,2020-08-07,Luxemburgo,49.771,6.088,40
North Macedonia,2020-08-07,Macedonia del Norte,41.6,21.698,155
Madagascar,2020-08-07,Madagascar,-19.374,46.706,182
Malaysia,2020-08-07,Malasia,4.201,102.195,25
Malawi,2020-08-07,Malaui,-13.4,33.808,84
Maldives,2020-08-07,Maldivas,3.548,72.92,89
Mali,2020-08-07,Mali,17.35,-3.524,9
Malta,2020-08-07,Malta,35.89,14.442,49
Morocco,2020-08-07,Marruecos,32.706,-5.758,1018
Mauritania,2020-08-07,Mauritania,20.26,-10.332,54
Mexico,2020-08-07,México,23.951,-102.535,6717
Moldova,2020-08-07,Moldavia,47.193,28.599,362
Monaco,2020-08-07,Mónaco,43.75,7.412,3
Montenegro,2020-08-07,Montenegro,42.792,19.254,69
Mozambique,2020-08-07,Mozambique,-14.422,37.923,93
Namibia,2020-08-07,Namibia,-22.133,17.218,150
Nepal,2020-08-07,Nepal,28.253,83.939,464
Nigeria,2020-08-07,Nigeria,9.594,8.105,443
Norway,2020-08-07,Noruega,61.152,8.74,83
Oman,2020-08-07,Omán,21.656,57.407,354
Netherlands,2020-08-07,Países Bajos,52.077,5.389,652
Pakistan,2020-08-07,Pakistán,29.967,69.386,782
Panama,2020-08-07,Panamá,8.384,-80.92,1142
Papua New Guinea,2020-08-07,Papúa Nueva Guinea,-5.949,143.459,25
Paraguay,2020-08-07,Paraguay,-23.236,-58.391,133
Peru,2020-08-07,Perú,-9.326,-75.552,8466
Poland,2020-08-07,Polonia,52.125,19.401,809
Portugal,2020-08-07,Portugal,40.309,-8.058,290
Qatar,2020-08-07,Qatar,25.316,51.191,291
United Kingdom,2020-08-07,Reino Unido,53,-1.6,900
Central African Republic,2020-08-07,República Centroafricana,6.571,20.483,21
Czechia,2020-08-07,República Checa,49.743,15.338,329
Dominican Republic,2020-08-07,República Dominicana,19.015,-70.729,1173
Rwanda,2020-08-07,Ruanda,-1.998,29.917,17
Romania,2020-08-07,Rumanía,45.844,24.969,1378
Russia,2020-08-07,Rusia,61.988,96.689,5191
Senegal,2020-08-07,Senegal,15.013,-14.881,172
Serbia,2020-08-07,Serbia,44.032,20.806,276
Sierra Leone,2020-08-07,Sierra Leona,8.56,-11.792,10
Singapore,2020-08-07,Singapur,1.351,103.808,242
South Africa,2020-08-07,Sudáfrica,-30.558,23.121,7292
Sudan,2020-08-07,Sudán,13.832,30.05,114
Sweden,2020-08-07,Suecia,62.011,15.27,356
Switzerland,2020-08-07,Suiza,46.861,7.908,161
Suriname,2020-08-07,Surinam,4.127,-55.912,107
Thailand,2020-08-07,Tailandia,15.7,100.844,15
Tajikistan,2020-08-07,Tayikistán,38.665,69.42,41
Togo,2020-08-07,Togo,8.799,1.081,16
Trinidad and Tobago,2020-08-07,Trinidad y Tobago,10.468,-61.253,15
Tunisia,2020-08-07,Túnez,35.383,9.596,14
Turkey,2020-08-07,Turquía,39.061,35.179,1185
Ukraine,2020-08-07,Ucrania,49.016,31.388,1503
Uganda,2020-08-07,Uganda,1.28,32.386,31
Uruguay,2020-08-07,Uruguay,-32.8,-56.012,7
Uzbekistan,2020-08-07,Uzbekistán,41.75,63.17,742
Venezuela,2020-08-07,Venezuela,7.125,-66.166,886
Vietnam,2020-08-07,Vietnam,21.491,105.314,39
Yemen,2020-08-07,Yemen,15.807,48.355,28
Djibouti,2020-08-07,Yibuti,11.9,42.516,8
Zambia,2020-08-07,Zambia,-14.614,26.32,322
Zimbabwe,2020-08-07,Zimbabue,-19,29.872,112
Bahamas,2020-08-07,NA,NA,NA,69
Burma,2020-08-07,NA,NA,NA,2
Cabo Verde,2020-08-07,NA,NA,NA,46
Cote d'Ivoire,2020-08-07,NA,NA,NA,77
Syria,2020-08-07,NA,NA,NA,61
West Bank and Gaza,2020-08-07,NA,NA,NA,324
Afghanistan,2020-08-08,Afganistán,33.677,65.216,39
Albania,2020-08-08,Albania,41.143,20.068,124
Germany,2020-08-08,Alemania,51.11,9.851,707
Angola,2020-08-08,Angola,-12.296,17.544,34
Saudi Arabia,2020-08-08,Arabia Saudí,24.023,44.585,1469
Algeria,2020-08-08,Argelia,28.163,2.632,538
Argentina,2020-08-08,Argentina,-35.377,-65.167,6134
Armenia,2020-08-08,Armenia,40.534,44.563,200
Australia,2020-08-08,Australia,-24.973,136.189,386
Austria,2020-08-08,Austria,47.683,14.912,82
Azerbaijan,2020-08-08,Azerbaiyán,40.43,47.395,105
Bahrain,2020-08-08,Bahrein,26.019,50.562,322
Bangladesh,2020-08-08,Bangladesh,24.218,89.941,2611
Belgium,2020-08-08,Bélgica,50.643,4.664,617
Belize,2020-08-08,Belice,17.219,-88.602,32
Belarus,2020-08-08,Bielorrusia,53.54,28.047,124
Bolivia,2020-08-08,Bolivia,-16.715,-64.671,1164
Brazil,2020-08-08,Brasil,-10.772,-53.089,49970
Bulgaria,2020-08-08,Bulgaria,42.761,25.231,134
Burkina Faso,2020-08-08,Burkina Faso,12.278,-1.74,17
Burundi,2020-08-08,Burundi,-3.356,29.887,5
Cambodia,2020-08-08,Camboya,12.714,104.564,2
Cameroon,2020-08-08,Camerún,5.133,12.277,324
Canada,2020-08-08,Canadá,59.081,-109.433,245
Chile,2020-08-08,Chile,-23.389,-69.433,2198
China,2020-08-08,China,33.42,106.514,92
Cyprus,2020-08-08,Chipre,35.043,33.219,11
Colombia,2020-08-08,Colombia,3.9,-73.076,9666
Comoros,2020-08-08,Comoras,-11.758,43.337,3
Congo (Brazzaville),2020-08-08,Congo (Brazzaville),-0.055,15.986,27
Congo (Kinshasa),2020-08-08,Congo (Kinshasa),-2.876,23.654,81
"Korea, South",2020-08-08,Corea del Sur,36.504,128.103,36
Costa Rica,2020-08-08,Costa Rica,9.971,-83.946,721
Croatia,2020-08-08,Croacia,45.723,16.693,77
Cuba,2020-08-08,Cuba,21.297,-77.781,59
Denmark,2020-08-08,Dinamarca,56.058,9.264,4
Ecuador,2020-08-08,Ecuador,-1.385,-78.497,1603
Egypt,2020-08-08,Egipto,26.494,29.872,167
El Salvador,2020-08-08,El Salvador,13.736,-88.866,434
United Arab Emirates,2020-08-08,Emiratos Árabes Unidos,23.549,54.163,239
Slovakia,2020-08-08,Eslovaquia,48.707,19.491,43
Slovenia,2020-08-08,Eslovenia,46.124,14.827,14
US,2020-08-08,Estados Unidos,39.622,-98.606,56174
Estonia,2020-08-08,Estonia,58.674,25.793,14
Eswatini,2020-08-08,Esuatini,-26.632018,31.5038,92
Ethiopia,2020-08-08,Etiopía,8.626,39.616,801
Philippines,2020-08-08,Filipinas,11.118,122.466,4131
Finland,2020-08-08,Finlandia,64.504,26.272,14
France,2020-08-08,Francia,46.565,2.55,1
Georgia,2020-08-08,Georgia,42.176,43.518,3
Ghana,2020-08-08,Ghana,7.96,-1.207,436
Greece,2020-08-08,Grecia,39.666,21.766,151
Guatemala,2020-08-08,Guatemala,15.256,-90.398,919
Guinea,2020-08-08,Guinea,10.439,-10.942,98
Guinea-Bissau,2020-08-08,Guinea-Bisáu,12.125,-14.651,20
Guyana,2020-08-08,Guyana,4.792,-58.974,16
